# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
asnT	EBG00022369705	EBT00051181277	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
asnU	asnU	EBT00051181240	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
asnW	asnW	EBT00051181652	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
aspA	STM4326	AAL23149	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
aspT	aspT	EBT00051181641	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
aspU	aspU	EBT00051181537	protein_coding	0	0	0	48	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	46
aspV	aspV	EBT00051181081	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
astA	STM1304	AAL20229	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
astB	STM1306	AAL20231	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
astC	STM1303	AAL20228	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
astD	STM1305	AAL20230	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
astE	STM1307	AAL20232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
avrA	STM2865	AAL21745	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
avtA	STM3665	AAL22524	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
b2145	STM2185	AAL21089	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
baeR	STM2131	AAL21035	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
baeS	STM2130	AAL21034	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
barA	STM2958	AAL21838	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
basR	STM4292	AAL23116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
basS	STM4291	AAL23115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bax	STM3663	AAL22522	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
bcfA	STM0021	AAL18985	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bcfB	STM0022	AAL18986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bcfC	STM0023	AAL18987	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bcfD	STM0024	AAL18988	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bcfE	STM0025	AAL18989	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bcfF	STM0026	AAL18990	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bcfG	STM0027	AAL18991	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
bcfH	STM0028	AAL18992	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
bcr	STM2221	AAL21124	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bcsC	STM3617	AAL22477	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bfd	STM3444	AAL22307	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bfr	STM3443	AAL22306	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bglA	STM3051	AAL21926	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bglJ	STM4548	AAL23366	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bigA	STM3478	AAL22340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bioA	STM0793	AAL19730	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bioB	STM0794	AAL19731	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bioC	STM0796	AAL19733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bioF	STM0795	AAL19732	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bioH	STM3509	AAL22371	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
birA	STM4138	AAL22971	protein_coding	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
bisC	STM3644	AAL22504	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blc	STM4339	AAL23162	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
btuB	STM4130	AAL22968	protein_coding	0	0	0	40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
btuC	STM1340	AAL20265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
btuF	STM0206	AAL19170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
btuR	STM1718	AAL20636	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
cadA	STM2559	AAL21453	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
cadB	STM2558	AAL21452	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
cadC	STM2557	AAL21451	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
caiA	STM0073	AAL19037	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
caiB	STM0072	AAL19036	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
caiC	STM0071	AAL19035	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
caiD	STM0070	AAL19034	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
caiE	STM0069	AAL19033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
caiF	STM0068	AAL19032	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
caiT	STM0074	AAL19038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
carA	STM0066	AAL19030	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
carB	STM0067	AAL19031	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cbiH	STM2027	AAL20931	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbiJ	STM2026	AAL20930	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbiK	STM2025	AAL20929	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbiL	STM2024	AAL20928	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbiM	STM2023	AAL20927	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbiN	STM2022	AAL20926	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbiO	STM2020	AAL20924	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
cbiP	STM2019	AAL20923	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cboQ	STM2021	AAL20925	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cbpA	STM1112	AAL20044	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ccdA	PSLT027	AAL23452	protein_coding	0	0	0	437	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	327
ccdB	PSLT028	AAL23453	protein_coding	0	0	0	437	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	327
ccmA	STM2254	AAL21156	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
ccmA	STM3819	AAL22678	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ccmB	STM2253	AAL21155	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
ccmB	STM3818	AAL22677	protein_coding	0	0	0	38	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
ccmC	STM2252	AAL21154	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
ccmC	STM3817	AAL22676	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
ccmD	STM2251	AAL21153	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
ccmD	STM3816	AAL22675	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
ccmE	STM2250	AAL21152	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
ccmE	STM3815	AAL22674	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
ccmF	STM2249	AAL21151	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ccmF	STM3814	AAL22673	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
ccmG	STM2248	AAL21150	protein_coding	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ccmG	STM3813	AAL22672	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
ccmH	STM2247	AAL21149	protein_coding	0	3	3	37	0	0	0	0	37	0	0	3	0	0	0	0	0	0	0	3	0
ccmH	STM3812	AAL22671	protein_coding	2	17	19	1	0	0	1	0	1	2	0	18	0	0	0	0	0	0	0	17	0
cdd	STM2183	AAL21087	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cedA	STM1319	AAL20244	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
celA	STM1312	AAL20237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
celF	STM1316	AAL20241	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
celG	STM1317	AAL20242	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cfa	STM1427	AAL20349	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chaA	STM1771	AAL20686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chaB	STM1770	AAL20685	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cheY	STM1916	AAL20832	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cheZ	STM1915	AAL20831	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cigR	STM3762	AAL22620	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cirA	STM2199	AAL21103	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
citC	STM0624	AAL19575	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
citC2	STM0058	AAL19022	protein_coding	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
citD	STM0623	AAL19574	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
citD2	STM0059	AAL19023	protein_coding	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
citE	STM0622	AAL19573	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
citE2	STM0060	AAL19024	protein_coding	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27
citF	STM0621	AAL19572	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
citF2	STM0061	AAL19025	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
citG	STM0619	AAL19570	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
citG2	STM0063	AAL19027	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
citT	STM0618	AAL19569	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
citX	STM0620	AAL19571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
citX2	STM0062	AAL19026	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
clpA	STM0945	AAL19881	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
clpB	STM2660	AAL21550	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
clpX	STM0449	AAL19404	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cls	STM1739	AAL20657	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cmk	STM0980	AAL19914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
coaA	STM4139	AAL22972	protein_coding	0	0	0	56	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
cobB	STM1221	AAL20150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cobC	STM0643	AAL19594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cobD	STM0644	AAL19595	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cobS	STM2017	AAL20921	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
cobT	STM2016	AAL20920	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
cobU	STM2018	AAL20922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cof	STM0457	AAL19412	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
copA	STM0498	AAL19452	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cpdB	STM4403	AAL23223	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cpxA	STM4058	AAL22898	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
cpxP	STM4060	AAL22900	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cpxR	STM4059	AAL22899	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
crcB	STM0630	AAL19581	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
creA	STM4587	AAL23402	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
creB	STM4588	AAL23403	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
creC	STM4589	AAL23404	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
creD	STM4590	AAL23405	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
crl	STM0319	AAL19275	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
crp	STM3466	AAL22328	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
csdA	STM2984	AAL21862	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
csgA	STM1144	AAL20074	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
csgB	STM1143	AAL20073	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
csgC	STM1145	AAL20075	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
csgD	STM1142	AAL20072	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
csgE	STM1141	AAL20071	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
csgF	STM1140	AAL20070	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
csgG	STM1139	AAL20069	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
csiE	STM2553	AAL21447	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
cspB	STM1996	AAL20906	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
cspC	STM1837	AAL20752	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
cspE	STM0629	AAL19580	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
csrA	STM2826	AAL21706	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
csrB	csrB	EBT00051181199	lincRNA	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
cstA	STM0600	AAL19551	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
cueO	STM0168	AAL19132	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cutA	STM4324	AAL23147	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
cvpA	STM2363	AAL21264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cycA	STM4398	AAL23218	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cydA	STM0740	AAL19684	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cydB	STM0741	AAL19685	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
cydC	STM0956	AAL19891	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cydD	STM0957	AAL19892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cyoB	STM0442	AAL19397	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cyoC	STM0441	AAL19396	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cyoD	STM0440	AAL19395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cyoE	STM0439	AAL19394	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cypD	STM0452	AAL19407	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
cysA	STM2441	AAL21335	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
cysC	STM2933	AAL21813	protein_coding	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
cysD	STM2935	AAL21815	protein_coding	0	0	0	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	59
cysG	STM3477	AAL22339	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cysH	STM2946	AAL21826	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
cysI	STM2947	AAL21827	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10
cysJ	STM2948	AAL21828	protein_coding	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
cysM	STM2440	AAL21334	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cysN	STM2934	AAL21814	protein_coding	0	0	1	59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59
cysP	STM2444	AAL21338	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
cysQ	STM4404	AAL23224	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cysT	cysT	EBT00051181123	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cysU	STM2443	AAL21337	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
cysW	STM2442	AAL21336	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
dacB	STM3300	AAL22170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dacC	STM0863	AAL19799	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
dadA	STM1803	AAL20718	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
dadX	STM1802	AAL20717	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dam	STM3484	AAL22346	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
damX	STM3485	AAL22347	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dapA	STM2489	AAL21383	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dapB	STM0064	AAL19028	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dapE	STM2483	AAL21377	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
dbpA	STM1655	AAL20573	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dcd	STM2121	AAL21025	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
dcm	STM1992	AAL20902	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
dcoB	STM0768	AAL19706	protein_coding	0	28	4	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	28	17
dcoC	STM0766	AAL19705	protein_coding	0	0	0	49	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	1
dcp	STM1512	AAL20431	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
dcuA	STM4325	AAL23148	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
dcuB	STM4301	AAL23125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dcuC	STM0627	AAL19578	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
dcuR	STM4303	AAL23127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dcuS	STM4304	AAL23128	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ddg	STM2401	AAL21301	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ddlA	STM0380	AAL19334	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ddlB	STM0130	AAL19094	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
deaD	STM3280	AAL22152	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dedA	STM2367	AAL21268	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dedD	STM2364	AAL21265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
degQ	STM3348	AAL22217	protein_coding	0	0	0	101	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0
degS	STM3349	AAL22218	protein_coding	0	0	0	101	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0
deoA	STM4568	AAL23383	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
deoB	STM4569	AAL23384	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
deoC	STM4567	AAL23382	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
deoD	STM4570	AAL23385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
deoR	STM0864	AAL19800	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
dgkA	STM4236	AAL23060	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
dgoK	STM3829	AAL22688	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dgoR	STM3830	AAL22689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
